wert	haeufigkeit
Bardtenschlager-Verlag GmbH	2
Buchhandlung Theo Habberger (Weiden)	2
Editorial Miñon (Valladolid)	2
Großbuchbinderei Thomas F. Salzer (Wien)	2
Stadtbücherei (Rheinkamp)	2
Seminar für Kindergärtnerinnen und Hortnerinnen	2
Bulletin Jugend & Literatur (Redaktion)	2
Svensk Läraretidnings Förlag	2
Editorial Magisterio Espanol (Madrid)	2
Henry Z. Walck	2
Morá Ferenc Ifjúsági Könyvkiadó	2
Accademia Internazionale Medicea	2
Torkschule Hamm	2
Asahi Shimbun (Büro Bonn)	2
IDRIART Deutschland	2
Scheidewege. Jahresschrift für skeptisches Denken (Redaktion)	2
Skole for Sprogforming og Dramatisk Kunst	2
Litera Münchner Autorenvereinigung	2
Wiener Masken- und Musiktheater	2
CineVox Film GmbH	2
Dieter Geissler Filmproduktion GmbH	2
teuto press. Internationale Medien-Agentur	2
Die Christengemeinschaft. Gemeinde Stuttgart-Nord	2
International Board on Books for Young People. Yugoslavian Section	2
Johannesburg Public Library	2
USA. Embassy (Afghanistan)	2
British Council (Düsseldorf)	2
Package Library of Foreign Children's Books	2
Éditions Bourrelier	2
Louisville Public Schools	2
München / Zweiter Bürgermeister	2
Buchfink (Redaktion)	2
Freie Universität Berlin. Rektor	2
Zlatý Máj (Redaktion)	2
Pinguin (Redaktion)	2
Kurier. Stimmen der Jugend (Redaktion)	2
Central Children`s Library (Newcastle, New South Wales)	2
Arbeitsgemeinschaft „Freie Bildberichter“ Hamburg	2
C.-H.-Beck'sche Verlagsbuchhandlung (München)	2
Greenwillow Books (New York)	2
Frau und Mutter (Zeitschrift)	2
Mosaik Verlag Werner Hörnemann (Gütersloh)	2
Redaktion Jahresring	2
Jugend am Rhein (Monatschrift für Schule und Haus)	2
Kinderbuchladen in der Wiener Spielzeugschachtel	2
Kunstkabinett Memmingen	2
Reutlinger Drucke (Reutlingen)	2
Spatz (Redaktion)	2
weite welt (Zeitschrift für Buben und Mädel)	2
Ewalt Skulima Verlag	2
APA - Authors & Packaging Agency GmbH	2
Bausteine Grundschule	2
blmv - Berner Lehrmittel- und Medienverlag	2
Bistum Essen (1951-)	2
Dagmar Kamenzky Musikverlag	2
Volkshochschule Buchloe	2
Volkshochschule Marktoberdorf	2
Brüder-Grimm-Schule (Grundschule)	2
Gemeinschaft für ganzheitliches Leben und Lernen	2
Grundschule Grünwald	2
Grundschule an der Grandlstraße	2
Gemeindebücherei Nußloch	2
Würzburger Literaturtage	2
Grundschule Frickingen	2
Berthold-Auerbach-Grundschule	2
Deutschsprachige Gutenberg Buchhandlung	2
Städtische Singschule Kaufbeuren	2
Reil-Triophon (Kassetten- und Schallplattenverlag)	2
Cabaret Chilegüggel	2
Stadtbibliothek (Stuttgart)	2
Hebelschule	2
Verband Deutscher Autoren	2
Schutzverband Deutscher Schriftsteller Württemberg - Baden	2
Oberkonsistorium	2
Rinder u. Comp.	2
Goethe-Lesegruppe	2
Postamt (Weimar)	2
Bürohausgesellschaft (Düsseldorf)	2
Deutschland (Deutsches Reich) / Reichsbauamt (Düsseldorf)	2
Deutschland (Deutsches Reich) / Reichsvermögensamt (Düsseldorf)	2
Rheinisches Volkstheater	2
Städtische Gas-, Wasser- und Elektrizitätswerke (Düsseldorf)	2
Preußen / Stempel- und Erbschaftssteueramt (Düsseldorf)	2
Stumm-Konzern (Düsseldorf)	2
Düsseldorf / Branddirektion	2
Preußische Landesbühne (Berlin)	2
Adolf Schneiders Buchhandlung (Düsseldorf)	2
Agentur Herrmann (Köln)	2
Agentur Osterwind (Düsseldorf)	2
Akademie der Tonkunst (München)	2
Allgemeiner Konzert-Verein Volkschor (Solingen)	2
Apollo-Theater (Düsseldorf)	2
Arbeitsamt (Düsseldorf)	2
Beamtenverein Victor (Rauxel)	2
Blindenverein für Düsseldorf und Umgebung	2
Bühnenvolksbund / Reichsgeschäftsstelle	2
Bund erblindeter Krieger / Ortsgruppe (Düsseldorf)	2
Christlicher Metallarbeiter-Verband Deutschlands / Ortsverwaltung (Düsseldorf)	2
Club der Künstler (Düsseldorf)	2
Deutscher Bühnenverein / Bezirksverband (Essen)	2
Deutscher Musiker-Verband / Ortsverwaltung (Düsseldorf)	2
Deutscher Musiker-Verband / Zentral-Stellenvermittlung	2
Deutscher Reichskriegerbund Kyffhäuser / Ortsgruppe (Kettwig vor der Brücke)	2
Deutsches Bühnen-Jahrbuch (Berlin) / Schriftleitung	2
Deutschnationaler Handlungsgehilfen-Verband / Ortsgruppe (Düsseldorf)	2
Düsseldorf / Gartenamt	2
Düsseldorf / Presse- und Verkehrsamt	2
Düsseldorf / Verkehrsamt	2
Düsseldorfer Lesezirkel-Vereinigung	2
Düsseldorfer Werbezentrale Klein & Co.	2
Duisburg / Jugendamt	2
Egis (Wien)	2
Emil Schulz (Essen)	2
Emil-Nordes-Theater-Agentur (Berlin)	2
Evangelisches Jugendpfarramt (Düsseldorf) / Jugendpflege	2
Evangelisches Waisenhaus (Düsseldorf)	2
F.-Lang-Buchhandlung und Antiquariat (Wien)	2
Fritz-Klopp-Verlag (Berlin)	2
Gemeindeblatt für die Synagogengemeinde (Düsseldorf)	2
Georges Platzbecker (Düsseldorf)	2
Gesellschaft für rheinische Literatur	2
Große Ausstellung Düsseldorf aus 100 Jahren Kultur und Kunst	2
Gruppe junger erwerbsloser Schauspieler	2
Gruppe künstlerisch befreundeter Bühnenleiter	2
Gustav Carsch & Co. (Düsseldorf)	2
Hansa-Bund für Gewerbe, Handel und Industrie / Ortsgruppe (Düsseldorf)	2
Heilsarmee (Düsseldorf)	2
Hollandsche Concertdirectie Dr. G. de Koos (Scheveningen)	2
Institut für Literatur- und Theaterwissenschaft (Kiel)	2
Internationale Arbeiterhilfe / Landesbezirk (Ruhrgebiet)	2
Jardins Ungemach (Straßburg)	2
Jena / Oberbürgermeister	2
Jüdisches Künstlertheater (Berlin)	2
Kameradschaftliche Vereinigung ehemaliger 137er / Ortsgruppe (Düsseldorf)	2
Katholische Volksschule (Wülfrath)	2
Katholischer deutscher Frauenbund / Zweigverein (Düsseldorf)	2
Königlich-Württembergisches Landesgewerbemuseum (Stuttgart)	2
Koninklijke Schouwburg (s'Gravenhage)	2
Konservatorium der Musik (Düsseldorf)	2
Korporation der Berliner Theateragenturen	2
Kreislehrerrat (Düsseldorf)	2
Kreuznacher Solbäder-Aktiengesellschaft	2
Kriegerheim (Essen)	2
Kruppscher Bildungsverein (Essen)	2
Lessing-Verlag (Leipzig)	2
Lustspielhaus (Düsseldorf)	2
Luxembourg / Commission du théatre	2
Marianische Jungfrauencongregation Heilig-Geist-Pfarre (Düsseldorf)	2
Minden	2
Mönchen-Gladbach / Oberbürgermeister	2
Nationalsozialistische Deutsche Arbeiterpartei / Kriegsopferversorgung (Düsseldorf)	2
Neues Operetten-Theater (Hamm, Westfalen)	2
Neuss / Oberbürgermeister	2
Niederrheinische Frauen-Akademie (Düsseldorf)	2
Norddeutsche Bühne (Hannover)	2
Notgemeinschaft Düsseldorfer Künstler	2
Ohligs	2
Postamt (Rosenheim)	2
Reuss-und-Pollack-Vortragsagentur (Berlin)	2
Rheinische Literatur- und Buchwoche (3, 1924, Köln)	2
Rheinischer Heimatbund (Düsseldorf)	2
Rheydt / Oberbürgermeister	2
Schauburg (Hannover)	2
Schauspielhaus (Rheydt)	2
Schrakamps neue Apotheke (Gelsenkirchen)	2
Sportklub Rot-Weiss (Urdenbach)	2
Staatliche Fachschule für Wirtschaft und Verwaltung (Düsseldorf)	2
Staatlicher Schlichtungsausschuß (Düsseldorf; Neuss)	2
Stadttheater (Neustadt, Haardt)	2
Städtische Berufs- und Fachschule für Mädchen (Düsseldorf)	2
Städtische Volksschule an der Helmutstraße (Düsseldorf)	2
Süddeutsches Künstler-Büro Erwin Schwalbe (Frankfurt, Main)	2
Tag (Berlin)	2
Theateragentur Norbert Salter (Berlin)	2
Theatergemeinde der Norddeutschen Bühne (Minden)	2
Union Ganymed	2
Universität (Köln) / Philologenschaft	2
Utrechtsche Kunstkring	2
Verband Berliner Bühnenleiter	2
Verband deutscher Reklamefachleute / Ortsgruppe (Düsseldorf)	2
Verband mittlerer Reichspost- und Telegraphenbeamten / Kreisverein (Düsseldorf)	2
Verein Düsseldorfer Künstlerinnen	2
Verein zur Veranstaltung von Festspielen auf der Burg Altena	2
Vereinigte Stadttheater (Frankfurt, Main)	2
Vereinigte Stadttheater (Gießen; Marburg)	2
Vereinigung ehemaliger Schüler und Schülerinnen der höheren Handelsschule (Düsseldorf)	2
Vereinigung für junge Kunst (Bremen)	2
Vereinigung Ring (Düsseldorf)	2
Verkehrs-Verein (Düsseldorf)	2
Verlagsbuchhandlung J. J. Weber (Leipzig)	2
Wanne-Eickel / Oberbürgermeister	2
Welt-Agentur Richard Weininger (Berlin)	2
Westfalenhalle (Dortmund)	2
World (New York; Berlin)	2
Xanten	2
Zentralverband der Angestellten / Ortsverwaltung (Elberfeld; Barmen)	2
Verschiedene Adressaten (Redaktionen)	2
Theater in der Königgrätzerstraße (Berlin)	2
Schauspielhaus Düsseldorf / Verwaltungsrat (1904-1932)	2
Schauspielhaus Düsseldorf / Chor (1904-1933)	2
Schauspielhaus Düsseldorf / Logenschließer (1904-1932)	2
Schauspielhaus Düsseldorf / Sprechchor (1904-1933)	2
Schauspielhaus Düsseldorf / Kammerorchester (1904-1932)	2
Schauspielhaus Düsseldorf / Personal (1904-1933)	2
Bayern / Polizeidirektion (München, 6)	2
Franz Höllers Verlag (München)	2
Königliche Oberpostdirektion (München, 5)	2
Unbekannt (Redaktion)	2
Neusser Zeitung / Geschäftsstelle	2
Preußen / Oberlandesgericht (Düsseldorf)	2
Düsseldorf / Liegenschaftsverwaltung	2
Stadttheater (Hamburg; Altona)	2
Schauspielhaus Düsseldorf / Inspektion (1904-1932)	2
Bureau de publicité pour l'Allemagne (Blanckenberghe)	2
Georg Kummers Verlag (Leipzig)	2
Arbeitsamt (Siegburg)	2
Vereinigte Theater (Breslau)	2
G. H. Koop & Co. (Düsseldorf)	2
Deutschland (Deutsches Reich) / Ausmusterungskommission (Düsseldorf)	2
Düsseldorf / Ausgabestelle für Bezugsscheine	2
Deutscher Monistenbund	2
Fähre (Kaiserswerth)	2
Landestheater (Sondershausen; Arnstadt)	2
Rheinprovinz / Polizeipräsidium (Köln)	2
Polizeiverwaltung (Düsseldorf) / Paßbüro	2
Deutsche Dichter-Gedächtnis-Stiftung	2
Deutschland (Deutsches Reich) / Infanterieregiment (67)	2
Deutschland (Deutsches Reich) / Niederrheinisches Füsilierregiment (39)	2
Beschäftigungsheim (Düsseldorf)	2
Intimes Theater (Mannheim)	2
Weltbund für Erneuerung der Erziehung	2
Chemnitz / Theateramt	2
Remington Büromaschinen (Berlin)	2
Baden-Baden / Städtische Kurverwaltung	2
Mieteinigungsamt (Heddesdorf u.a.)	2
Österreich-Ungarn / Generalkonsulat (Köln)	2
Blatzheim-Konzern / Wirtschaftsbetriebe (Köln)	2
Städtisches Schauspielhaus (Hagen)	2
Godesberg / Kur- und Badeverwaltung	2
Commerz- und Privat-Bank (Berlin; Hamburg)	2
Stadttheater (Konstanz)	2
Deutschland (Deutsches Reich) / Bayerisches Fußartillerie-Regiment (1) / Ersatzbataillon	2
Deutschland (Deutsches Reich) / Bayerisches Fußartillerie-Regiment (2) / Genesendenbatterie (2)	2
Haushaltungs-Magazin Ballauff (Düsseldorf)	2
Konzertdirektion Jules Sachs (Berlin)	2
Adam & Schauf (Düsseldorf)	2
English players	2
Kölner Hänneschentheater	2
Theater-Agentur Paul Wirth (Berlin) / Gastspiel-Abteilung	2
Balalaika-Orchester	2
Das schwedische Ballett	2
Ukrainischer Nationalchor	2
Vaterländische Festspiele zum Besten des Völkerschlachtdenkmals bei Leipzig	2
Neerlandia (Mönchen-Gladbach)	2
Arbeitsamt (Düsseldorf) / Abteilung Berufsberatung	2
Badische Presse (Karlsruhe) / Verlag	2
Eesti / Gesandschaft (Deutschland, Deutsches Reich)	2
H.-M.-Andrée-Verlag (Düsseldorf)	2
Öffentlicher Arbeitsnachweis (Köln)	2
Baedeker-Bücherstube (Düsseldorf)	2
Versorgungsamt (Düsseldorf)	2
Elberfeld	2
Westdeutsche Bühne (Trier)	2
Westfälisch-Ostfriesisches Landestheater (Herford)	2
Kettwig	2
Adolf-Löhr-Großbuchhandlung (Barmen)	2
Alexander Stern Bühnen- und Musik-Verlag (Hamburg)	2
Anstalt für Aufführungsrecht dramatischer Werke der Literatur und Musik (Berlin)	2
Arion Theater- und Musikverlag (Berlin)	2
Benno Schwabe & Co. (Lörrach)	2
Berliner Theater-Verlag	2
Berthold Sturms Verlag (Dresden)	2
Buchhandlung August Lohde (Gelsenkirchen)	2
Bühnen- und Buchverlag russischer Autoren Iwan Ladyschnikow (Berlin)	2
Bühnen-Verlag Trask & Matthias (Berlin)	2
Bühnenvertrieb (Berlin)	2
Bühnenvertrieb Bellachini (Berlin)	2
Bühnen-Vertrieb Wolf-Heyer-Verlag (Berlin)	2
Bühnenvolksbundverlag (Berlin) / Vertrieb	2
Chr.-Kaiser-Verlag (München)	2
Comoedia (Wien)	2
Deutscher Brücke-Verlag (Duisburg)	2
Deutscher Theater-Verlag (Leipzig)	2
Diana-Verlag (Berlin)	2
Dom-Verlag (Köln)	2
F.-Mutschler-Verlag (Elbing)	2
Felix-Lehmann-Verlag (Berlin)	2
Figaro-Verlag (Berlin)	2
Forum-Verlag (Berlin)	2
Fr.-Oppermann-Verlag (Rodenberg)	2
Franz Bárd & Bruder (Wien)	2
Friedens-Verlag Rud. Fischer (Leipzig)	2
Friedrich-Theater (Dessau)	2
Fritz-Kerlé-Buch- und Musikalienhandlung (Mönchen-Gladbach)	2
Fritz-Klopp-Verlag (Bonn)	2
Georg D. W. Callwey (München)	2
Georg-Marton-Verlag (Berlin; Wien)	2
Goethe-Bühne (Berlin)	2
Hans-Hübner-Verlag (Hannover)	2
Harald-Ton-Verlag (Berlin)	2
Heinrich-Notz-Verlag (Neudorf, Wien)	2
Heinrich-Söllner-Buch- und Reklameverlag (Chemnitz)	2
Hephaestos-Verlag (Hamburg)	2
Herzogliches Hoftheater (Dessau)	2
Hesse-und-Becker-Verlag (Leipzig)	2
Hofbauersche Buchhandlung (Elberfeld)	2
Hugo-Fastenrath-Verlagsbuchhandlung (Gevelsberg)	2
Hugo-Schmidt-Verlag (München)	2
Hyperionverlag (Berlin)	2
Internationale Theaterverlagsgesellschaft (Wien)	2
Internationales Verlagsinstitut C. Profit (München; Berlin)	2
Iris-Verlag (Frankfurt, Main)	2
J. & W. Chester (London)	2
Julius-Feuchtinger-Musik- und Bühnenverlag (Stuttgart)	2
Jungdeutscher Verlag Kurt Fliegel (Berlin)	2
Kammerspiele (Rheydt)	2
Kampfbund für deutsche Kultur / Abteilung Theater	2
Klaw Theatre (New York, NY)	2
Kollo-Verlag (Berlin)	2
Konzessionierter Bühnenverlag Ernst Hitschmann (Wien)	2
Kühling & Güttner (Berlin)	2
Kurtheater (Neuenahr)	2
Literarisches Institut Die Brücke (Wien)	2
Von Luykensche Buchhandlung R. Mahlo (Gummersbach)	2
Märchen-Verlag Oscar Will (Breslau)	2
Manatschall, Ebner & Cie. (Chur)	2
Max-Reichard-Verlag (Freiburg, Breisgau)	2
México / Konsulat (Köln)	2
Musikverlag W. Mandel (Berlin)	2
Neue gesellschaftliche Correspondenz (Berlin)	2
Neuer deutscher Verlag (Berlin)	2
Neues Theater (Gelsenkirchen)	2
Norbert-Salter-Konzert- und Theatermanagement (Berlin u.a.)	2
Nordmark-Verlag (Kiel)	2
Orion-Verlag (Hamburg)	2
Oswald-Mutze-Verlag (Leipzig)	2
Otto-Halbreiter-Musikverlag (München)	2
Otto-Klement-Verlag (Berlin)	2
Otto-Stollberg-Verlag (Berlin) / Abteilung Bühnenvertrieb	2
Paul-Cassirer-Verlag (Berlin)	2
Paul-Gehly-Verlag (Köln)	2
Paul-Gordon-Bühnenvertrieb (Berlin)	2
Prüfungsinstitut und Lektorat (München)	2
R. Kornetzki (Berlin)	2
Radiotjänst (Stockholm) / Musikbibliotek	2
Rascher & Cie. (Zürich)	2
Rheinische Landesbühne (Düren)	2
Richard-Birnbach-Musikverlag (Berlin)	2
Richard-Lipinski-Theaterbuchhandlung (Leipzig)	2
Robert-Markiewicz-Verlagsbuchhandlung (Berlin)	2
Rudolf-Korn-Verlag (Düsseldorf)	2
Ruhrland-Verlag (Dortmund)	2
Rundfunk (Kassel)	2
S.-L.-Gerstel-Verlag (Wien u.a.)	2
Schauspiel-Verlag (Leipzig)	2
Schmitz & Olbertz (Solingen)	2
Sekretariat sozialer Studentenarbeit (Mönchen-Gladbach)	2
Solunastra-Musikverlag (Barcelona u.a.)	2
Sphynx-Verlag (Berlin)	2
Stadttheater (Posen)	2
Stern-Verlag (Hamburg)	2
Sturm (Berlin)	2
Südwestdeutscher Rundfunkdienst (Frankfurt, Main)	2
Täglicher Korrespondent (München)	2
Theatergesellschaft Fidelio (Düsseldorf)	2
Theaterverlag Audeo Hermann Klingler (Hennickendorf-Strausberg)	2
Theater-Verlag Eduard Bloch (Berlin)	2
Thespis-Verlag (Berlin) / Bühnenvertrieb	2
Tribühne (Berlin)	2
Universal-Verlag (Berlin) / Bühnenvertrieb	2
Vereenigd Rotterdamsch-Hofstad-Tonneel (s'Gravenhage)	2
Vereinigte Theaterfreunde (Düsseldorf-Gerresheim)	2
Verlag Aurora (Dresden)	2
Verlag Berliner Gastspiel-Theater	2
Verlag Hans Kreutzner (Berlin)	2
Verlag Horst Deike (Berlin)	2
Verlag Johannes Hepp (Magdeburg)	2
Verlag Kurt Scholtze Nachf. (Leipzig)	2
Verlag Max Pfeffer (Wien; Leipzig)	2
Verlag Moriton (Kassel) / Bühnenvertrieb	2
Verlag Nikl. Schwarz (Grünwald)	2
Verlag Orion (Berlin)	2
Verlag und Bühnenvertrieb Ozeana (Wilhelmshaven)	2
Verlag und Versand für deutsche Literatur Hans Eugen Hummel (Berlin)	2
Verlag und Vertrieb (Berlin)	2
Verlag V. Schmitz (Höhscheid-Solingen)	2
Verlag W. Kästner (Berlin)	2
Verlag Walter Schmidkunz (München)	2
Verlagsanstalt Wolf & Cie. (Berlin)	2
Vertrieb deutscher Bühnenwerke (Hamburg)	2
Vertriebsanstalt musikdramatischer Werke (Berlin)	2
Viereck-Verlag (Berlin)	2
Vier Eulen Verlag (Eisleben)	2
Volksbühnen-Verlag- und Vertrieb (Berlin)	2
Volkskunst-Verlagsgesellschaft (Wien)	2
Wendt & Klauwell (Langensalza)	2
Werkkreis-Verlag (Altona)	2
Wilhelm Langes Bühnenverlag (Berlin)	2
Wilhelm-Köhler-Verlag (München)	2
Wolf-von-Kornatzki-Verlag (Weimar)	2
Von Zahn & Jaensch (Dresden)	2
Zuid-Hollandsche Boek- en Handelsdrukkerij (s'Gravenhage)	2
Zweimann-Verlag (Berlin)	2
Tagebuch (Berlin)	2
Annoncen-Expedition Rudolf Mosse (Köln)	2
Arbeiterjugend (Berlin) / Redaktion	2
Archivio storico civico (Milano)	2
B. Behrs Verlag (Berlin)	2
Börsenverein der Deutschen Buchhändler / Werbestelle	2
Buchhandlung Ludwig Kinet (Düsseldorf)	2
Dr.-Benno-Filser-Verlag (Augsburg u.a.)	2
Dürener Volkszeitung / Redaktion	2
Düsseldorfer Plakatsäulen- und Reklame-GmbH	2
Düsseldorfer Zeitung / Buchdruckerei und Verlag	2
Ellersiek & Borel (Berlin)	2
Europress (Wien)	2
Evangelischer Preßverband für Deutschland / Redaktion	2
Felsen-Verlag (Buchenbach)	2
Ferrol-Gesellschaft	2
Fr.-Wilhelm-Grunow-Verlagsbuchhandlung (Leipzig)	2
Friedr.-Lintz-Verlag (Trier)	2
Fritz Lehmkuhl (München)	2
Fritz-Eckhardt-Verlag (Leipzig)	2
Hahn Werbedruck (Hannover)	2
Heinrich-von-Kleist-Gesellschaft	2
J.-M.-Spaeth-Verlag (Berlin)	2
Jak. Vowinckel (Elberfeld)	2
Johann Ambrosius Barth (Leipzig)	2
Kaffee-Handels-Aktiengesellschaft (Bremen)	2
Klub der deutschen Presse (Berlin)	2
Kösliner neueste Nachrichten / Schriftleitung	2
Kurt-Schroeder-Verlagsbuchhandlung (Bonn; Leipzig)	2
M. Löwner (Berlin)	2
Musarion-Verlag (München)	2
Musenhof (Berlin) / Hauptschriftleitung	2
Niels-Kampmann-Verlag (Freiburg, Breisgau)	2
Pflugschar-Verlag (Düsseldorf)	2
Phaidon-Verlag (Wien)	2
Rheinische Buchdruckerei W. H. Schmitz (Düsseldorf)	2
Rudolf Becker (Leipzig)	2
Rudolf Knorsch & Co. (Düsseldorf)	2
Schneider & Amelang (Berlin)	2
Der Schürfer (Bonn) / Schriftleitung	2
Sibyllen-Verlag (Berlin)	2
Stadtanzeiger (Mannheim) / Schriftleitung	2
Technisch-industrielle Korrespondenz (Berlin)	2
Theatre guild magazine (New York, NY) / Editorial office	2
Universität (Greifswald) / Lesehalle	2
Verlag H. Molitor & Co. (Dresden)	2
Verlag Das neue Geschlecht (Frankfurt, Main)	2
Verlag Schweizer Theater (Luzern)	2
Witiko (Eger) / Redaktion	2
Düsseldorfer Madrigal- und Vokal-Vereinigung	2
Oldenburgische Landeszeitung / Schriftleitung	2
A. Freundlich (Düsseldorf)	2
A. Friedr. Flender & Co. (Düsseldorf)	2
Albert Sonnenberg (Düsseldorf)	2
Angermund	2
B. Simons & Co. (Düsseldorf)	2
Blum, Baster & Co. (Düsseldorf)	2
Burger & Mayer (Düsseldorf)	2
C. H. Erbslöh (Düsseldorf)	2
Cahn & Co. (Düsseldorf)	2
Carsch & Klestadt (Düsseldorf)	2
Defrieswerke (Düsseldorf)	2
Düsseldorfer Blätter für Wissenschaft, Kunst und Bildung / Schriftleitung	2
Gesellschaft der Freunde der Akademischen Kurse	2
Fernsprechamt (Düsseldorf)	2
Fröhlich & Lipmann (Düsseldorf)	2
Gebrüder Hartoch (Düsseldorf)	2
Gebrüder Schöndorff (Düsseldorf)	2
